episodes 0 finish, rewards: -927
episodes 232 finish, rewards: -633
episodes 233 finish, rewards: -891
episodes 234 finish, rewards: -551
episodes 235 finish, rewards: -744
episodes 236 finish, rewards: -850
episodes 237 finish, rewards: -829
episodes 238 finish, rewards: -764
episodes 239 finish, rewards: -753
episodes 240 finish, rewards: -639
episodes 241 finish, rewards: -486
episodes 242 finish, rewards: -823
episodes 243 finish, rewards: -908
episodes 244 finish, rewards: -948
episodes 245 finish, rewards: -824
episodes 246 finish, rewards: -581
episodes 247 finish, rewards: -469
episodes 248 finish, rewards: -635
episodes 249 finish, rewards: -767
episodes 250 finish, rewards: -509
episodes 251 finish, rewards: -542
episodes 252 finish, rewards: -864
episodes 253 finish, rewards: -836
episodes 254 finish, rewards: -582
episodes 255 finish, rewards: -899
episodes 256 finish, rewards: -746
episodes 257 finish, rewards: -868
episodes 258 finish, rewards: -733
episodes 259 finish, rewards: -768
episodes 260 finish, rewards: -767
episodes 261 finish, rewards: -793
episodes 262 finish, rewards: -702
episodes 263 finish, rewards: -742
episodes 264 finish, rewards: -699
episodes 265 finish, rewards: -836
episodes 266 finish, rewards: -822
episodes 267 finish, rewards: -841
episodes 268 finish, rewards: -569
episodes 269 finish, rewards: -781
episodes 270 finish, rewards: -712
episodes 271 finish, rewards: -711
episodes 272 finish, rewards: -858
episodes 273 finish, rewards: -836
episodes 274 finish, rewards: -687
episodes 275 finish, rewards: -731
episodes 276 finish, rewards: -552
episodes 277 finish, rewards: -666
episodes 278 finish, rewards: -832
episodes 279 finish, rewards: -651
episodes 280 finish, rewards: -671
episodes 281 finish, rewards: -760
episodes 282 finish, rewards: -719
episodes 283 finish, rewards: -656
episodes 284 finish, rewards: -783
episodes 285 finish, rewards: -820
episodes 286 finish, rewards: -799
episodes 287 finish, rewards: -722
episodes 288 finish, rewards: -707
episodes 289 finish, rewards: -798
episodes 290 finish, rewards: -689
episodes 291 finish, rewards: -770
episodes 292 finish, rewards: -795
episodes 293 finish, rewards: -590
episodes 294 finish, rewards: -747
episodes 295 finish, rewards: -711
episodes 296 finish, rewards: -752
episodes 297 finish, rewards: -707
episodes 298 finish, rewards: -526
episodes 299 finish, rewards: -745
