episodes 0 finish, rewards: -620
episodes 69 finish, rewards: -845
episodes 70 finish, rewards: -787
episodes 71 finish, rewards: -680
episodes 72 finish, rewards: -802
episodes 73 finish, rewards: -725
episodes 74 finish, rewards: -720
episodes 75 finish, rewards: -767
episodes 76 finish, rewards: -619
episodes 77 finish, rewards: -835
episodes 78 finish, rewards: -640
episodes 79 finish, rewards: -738
episodes 80 finish, rewards: -786
episodes 81 finish, rewards: -654
episodes 82 finish, rewards: -714
episodes 83 finish, rewards: -759
episodes 84 finish, rewards: -832
episodes 85 finish, rewards: -866
episodes 86 finish, rewards: -808
episodes 87 finish, rewards: -823
episodes 88 finish, rewards: -914
episodes 89 finish, rewards: -830
episodes 90 finish, rewards: -804
episodes 91 finish, rewards: -671
episodes 92 finish, rewards: -724
episodes 93 finish, rewards: -788
episodes 94 finish, rewards: -793
episodes 95 finish, rewards: -780
episodes 96 finish, rewards: -868
episodes 97 finish, rewards: -947
episodes 98 finish, rewards: -997
episodes 99 finish, rewards: -997
episodes 100 finish, rewards: -870
episodes 101 finish, rewards: -955
episodes 102 finish, rewards: -731
episodes 103 finish, rewards: -734
episodes 104 finish, rewards: -821
episodes 105 finish, rewards: -772
episodes 106 finish, rewards: -900
episodes 107 finish, rewards: -852
episodes 108 finish, rewards: -850
episodes 109 finish, rewards: -685
episodes 110 finish, rewards: -800
episodes 111 finish, rewards: -718
episodes 112 finish, rewards: -845
episodes 113 finish, rewards: -783
episodes 114 finish, rewards: -773
episodes 115 finish, rewards: -732
episodes 116 finish, rewards: -862
episodes 117 finish, rewards: -860
episodes 118 finish, rewards: -876
episodes 119 finish, rewards: -860
episodes 120 finish, rewards: -714
episodes 121 finish, rewards: -744
episodes 122 finish, rewards: -859
episodes 123 finish, rewards: -788
episodes 124 finish, rewards: -854
episodes 125 finish, rewards: -683
episodes 126 finish, rewards: -775
episodes 127 finish, rewards: -742
episodes 128 finish, rewards: -655
episodes 129 finish, rewards: -794
episodes 130 finish, rewards: -722
episodes 131 finish, rewards: -728
episodes 132 finish, rewards: -912
episodes 133 finish, rewards: -870
episodes 134 finish, rewards: -795
episodes 135 finish, rewards: -817
episodes 136 finish, rewards: -839
episodes 137 finish, rewards: -930
episodes 138 finish, rewards: -834
episodes 139 finish, rewards: -824
episodes 140 finish, rewards: -866
episodes 141 finish, rewards: -866
episodes 142 finish, rewards: -853
episodes 143 finish, rewards: -739
episodes 144 finish, rewards: -698
episodes 145 finish, rewards: -675
episodes 146 finish, rewards: -755
episodes 147 finish, rewards: -702
episodes 148 finish, rewards: -792
episodes 149 finish, rewards: -680
episodes 150 finish, rewards: -780
episodes 151 finish, rewards: -650
episodes 152 finish, rewards: -644
episodes 153 finish, rewards: -606
episodes 154 finish, rewards: -645
episodes 155 finish, rewards: -810
episodes 156 finish, rewards: -743
episodes 157 finish, rewards: -757
episodes 158 finish, rewards: -814
episodes 159 finish, rewards: -759
episodes 160 finish, rewards: -700
episodes 161 finish, rewards: -750
episodes 162 finish, rewards: -765
episodes 163 finish, rewards: -765
episodes 163 finish, rewards: -1160
episodes 164 finish, rewards: -1140
episodes 165 finish, rewards: -1061
episodes 166 finish, rewards: -734
episodes 167 finish, rewards: -618
episodes 168 finish, rewards: -855
episodes 169 finish, rewards: -785
episodes 170 finish, rewards: -759
episodes 171 finish, rewards: -842
episodes 172 finish, rewards: -682
episodes 173 finish, rewards: -882
episodes 174 finish, rewards: -814
episodes 175 finish, rewards: -740
episodes 176 finish, rewards: -887
episodes 177 finish, rewards: -835
episodes 178 finish, rewards: -894
episodes 179 finish, rewards: -700
episodes 180 finish, rewards: -845
episodes 181 finish, rewards: -916
episodes 182 finish, rewards: -845
episodes 183 finish, rewards: -791
episodes 184 finish, rewards: -909
episodes 185 finish, rewards: -725
episodes 186 finish, rewards: -894
episodes 187 finish, rewards: -845
episodes 188 finish, rewards: -750
episodes 189 finish, rewards: -630
episodes 190 finish, rewards: -862
episodes 191 finish, rewards: -732
episodes 192 finish, rewards: -943
episodes 193 finish, rewards: -715
episodes 194 finish, rewards: -645
episodes 195 finish, rewards: -814
episodes 196 finish, rewards: -859
episodes 197 finish, rewards: -675
episodes 198 finish, rewards: -831
episodes 199 finish, rewards: -794
episodes 200 finish, rewards: -774
episodes 201 finish, rewards: -708
episodes 202 finish, rewards: -715
episodes 203 finish, rewards: -869
episodes 204 finish, rewards: -782
episodes 205 finish, rewards: -705
episodes 206 finish, rewards: -770
episodes 207 finish, rewards: -946
episodes 208 finish, rewards: -869
episodes 209 finish, rewards: -702
episodes 210 finish, rewards: -831
episodes 211 finish, rewards: -719
episodes 212 finish, rewards: -769
episodes 213 finish, rewards: -707
episodes 214 finish, rewards: -870
episodes 215 finish, rewards: -843
episodes 216 finish, rewards: -851
episodes 217 finish, rewards: -743
episodes 218 finish, rewards: -825
episodes 219 finish, rewards: -648
episodes 220 finish, rewards: -580
episodes 221 finish, rewards: -635
episodes 222 finish, rewards: -864
episodes 223 finish, rewards: -749
episodes 224 finish, rewards: -839
episodes 225 finish, rewards: -727
episodes 226 finish, rewards: -674
episodes 227 finish, rewards: -709
episodes 228 finish, rewards: -708
episodes 229 finish, rewards: -805
episodes 230 finish, rewards: -701
episodes 231 finish, rewards: -590
episodes 232 finish, rewards: -904
episodes 233 finish, rewards: -799
episodes 234 finish, rewards: -690
episodes 235 finish, rewards: -774
episodes 236 finish, rewards: -775
episodes 237 finish, rewards: -741
episodes 238 finish, rewards: -871
episodes 239 finish, rewards: -839
episodes 240 finish, rewards: -650
episodes 241 finish, rewards: -769
episodes 242 finish, rewards: -605
episodes 243 finish, rewards: -674
episodes 244 finish, rewards: -625
episodes 245 finish, rewards: -764
episodes 246 finish, rewards: -695
episodes 247 finish, rewards: -690
episodes 248 finish, rewards: -805
episodes 249 finish, rewards: -875
episodes 250 finish, rewards: -812
episodes 251 finish, rewards: -910
episodes 252 finish, rewards: -781
episodes 253 finish, rewards: -720
episodes 254 finish, rewards: -695
episodes 255 finish, rewards: -730
episodes 256 finish, rewards: -820
episodes 257 finish, rewards: -790
episodes 258 finish, rewards: -695
episodes 259 finish, rewards: -797
episodes 260 finish, rewards: -865
episodes 261 finish, rewards: -803
episodes 262 finish, rewards: -758
episodes 263 finish, rewards: -783
episodes 264 finish, rewards: -795
episodes 265 finish, rewards: -748
episodes 266 finish, rewards: -754
episodes 267 finish, rewards: -747
episodes 268 finish, rewards: -715
episodes 269 finish, rewards: -824
episodes 270 finish, rewards: -804
episodes 271 finish, rewards: -921
episodes 272 finish, rewards: -730
episodes 273 finish, rewards: -660
episodes 274 finish, rewards: -771
